"created_at","tweet.text","state"
"Mon May 18 20:54:46 +0000 2020","Thinning the heard.","Connecticut"
"Mon May 18 20:55:31 +0000 2020","Dear covid, pls stop fkin’ up the money ! 😭","Texas"
"Mon May 18 20:55:37 +0000 2020","@TGsports28 @CTWRaceParts @franklinsigns @TooToughToTame We don’t have any current hero cards as Kody is all new to… https://t.co/qKhKJ6eKoF","North Carolina"
"Mon May 18 20:55:48 +0000 2020","This is for your pleasure 🎻🎸🎺🎷🥁🎤. be and stay blessed. Be safe in times of COVID-19.  – ♫Wing and a Prayer (feat. A… https://t.co/Gcv3FBRaFT","California"
"Mon May 18 20:55:49 +0000 2020","What’s the money trail to POTUS fixation on hydroxychloroquine?Does someone in the Trump circle have a financial st… https://t.co/Wq3NCYMX0t","Michigan"
"Mon May 18 20:55:55 +0000 2020","@andychee21 @WFLA @BigTimeTampaTim Hydroxychloroquine is actually an extremely useful decades old drug, and when co… https://t.co/x11sofFjKp","Florida"
"Mon May 18 20:56:24 +0000 2020","Nobody does the art of the zag better than President Trump","Georgia"
"Mon May 18 20:56:26 +0000 2020","https://t.co/epZmvuPF5u\n\n( Sent from ABC27 News )","Pennsylvania"
"Mon May 18 20:56:43 +0000 2020","@madrid_mike @TheRickWilson This is bullshit. This is him toying with the media to draw attention away from somethi… https://t.co/sttglDOMcv","New York"
"Mon May 18 20:56:50 +0000 2020","I’m proud so proud of our kids and to have been a part of this great celebration! #RESROARS #BCSROCKS","Tennessee"
"Mon May 18 20:56:55 +0000 2020","First Covid test tomorrow","California"
"Mon May 18 20:56:56 +0000 2020","Embarrassing. With a Republican governor it’s always going to be about money money money money money","Arizona"
"Mon May 18 20:57:02 +0000 2020","My coworkers have unfortunately  lost family members to covid and idk about you all but that's more than enough for… https://t.co/55a9KwCy4Q","Texas"
"Mon May 18 20:57:02 +0000 2020","This x1000","Ohio"
"Mon May 18 20:57:07 +0000 2020","Listen to all you idiots that got mad at me because of what I said about the boy and his father and the beach my po… https://t.co/veEA0kEY7b","California"
"Mon May 18 20:57:17 +0000 2020","Well....when you elect a clown, expect a circus. https://t.co/haS9Zn54r4","Massachusetts"
"Mon May 18 20:57:19 +0000 2020","So unbelievable. When will they stop and what is their purpose?","Florida"
"Mon May 18 20:57:20 +0000 2020","There have been patients at my hospital who have lied during pre-hospital Covid screening to attempt to have their… https://t.co/oQYRN5nlns","Virginia"
"Mon May 18 20:57:35 +0000 2020","If you want to be immediately convinced of the value of qualitative social science, check out Timothy Pachirat's ou… https://t.co/oBdSmUoJxG","Massachusetts"
"Mon May 18 20:57:48 +0000 2020","Our hospital isn’t Covid testing all patients which is confusing to me. They are only testing people who are high suspect.","Virginia"
"Mon May 18 20:57:50 +0000 2020","INBOX: @AdkHealth announces locations, dates &amp; times for upcoming Mobile COVID-19 testing clinics. Call 518-897-246… https://t.co/XdLzzwVB5r","New York"
"Mon May 18 20:58:01 +0000 2020","Here’s the latest #CoronaVirusUpdate in Iowa. #ialegis\n\n• 374 new cases (total 14,955)\n\n• Investigation found state… https://t.co/3ioGmqXB5O","Iowa"
"Mon May 18 20:58:23 +0000 2020","Even Amid Media's COVID Smear Job, Trump Scores Higher Approval Than Obama Had at Same Point https://t.co/WSTEJEKs0m","Texas"
"Mon May 18 20:58:34 +0000 2020","Here are the side effects and these 3 you don’t want in a President.\n- feeling that others are watching you or cont… https://t.co/6J6yTwDXZa","Indiana"
"Mon May 18 20:58:39 +0000 2020","Could Outdoor Dining Return to #Pennsylvania by Mid-June? https://t.co/bLmcSXUFHf","Virginia"
"Mon May 18 20:58:39 +0000 2020","I won’t lie, I didn’t stop tasting the grapes in the produce section when I’m shopping because of COVID.","Texas"
"Mon May 18 20:58:47 +0000 2020","The Marina, back at it again 🙄🙄","California"
"Mon May 18 20:58:57 +0000 2020","In addition to virtual activities for kids, delicious takeout options, and more, we've recently added… https://t.co/AfUc7x7nM7","New York"
"Mon May 18 20:58:58 +0000 2020","Nobody is going to put a fucking microchip in your arm when a COVID-19 vaccine is developed.\n\nGod, some of you are… https://t.co/lFi994kJ4S","California"
"Mon May 18 20:59:05 +0000 2020","This app cares too much about Trump!! This Muthafuker can say “I cut  9 finger nails out of 10 &amp; people would run t… https://t.co/bJ8aTZE8aX","Texas"
"Mon May 18 20:59:12 +0000 2020","So now POTUS is taking Hydroxychloroquine a medicine that does not work for COVID 19 as prophylaxis against COVID19… https://t.co/II3WBSeLD3","Colorado"
"Mon May 18 20:59:12 +0000 2020","Hey @NicolleDWallace, I love the way you pay homage to those we’ve lost to COVID every day.\n\nWhat about the 5 frien… https://t.co/rTsUP5Lphe","Alabama"
"Mon May 18 20:59:18 +0000 2020","This is Fucking crazy!👇👇","California"
"Mon May 18 20:59:23 +0000 2020","I'm all in...! https://t.co/XjVex3RCDz","Arizona"
"Mon May 18 20:59:26 +0000 2020","@SecPompeo So are you saying the US is a authoritarian regime? Because we are the worst country on earth right now… https://t.co/HedNdTK8F0","Florida"
"Mon May 18 20:59:47 +0000 2020","The Trevecca Center for Rehabilitation and Healing had 55 cases, with 4 reported deaths. https://t.co/PyQijuXsFL","Tennessee"
"Mon May 18 20:59:51 +0000 2020","Trump should drink a nice cold glass of bleach.","Texas"
"Mon May 18 20:59:56 +0000 2020","Today thanks to frontlinefoodscharlotte I had the privilege of delivering meals to Atrium Huntersville Oaks, a Covi… https://t.co/ez93iCzJZn","North Carolina"
"Mon May 18 20:59:56 +0000 2020","Now I follow you. Back surgery ouch ! I knock on wood have avoided that one thus far “knock on wood” How long a sta… https://t.co/ABm2WkHgqK","Virginia"
"Mon May 18 21:00:00 +0000 2020","Every state!👎🏼🤢🤮😡","California"
"Mon May 18 21:00:17 +0000 2020","Way too little too late!  Whereas our Great President had an NYPD Sergeant who survived COVID-19 to the White House… https://t.co/bAQwoilIvL","New York"
"Mon May 18 21:00:23 +0000 2020","Hydroxychloroquine is not approved for Covid-19 prevention. tRump is once again lying in order to distract people f… https://t.co/m1hqWA7iZy","Pennsylvania"
"Mon May 18 21:00:23 +0000 2020","A president who self-medicates.","Ohio"
"Mon May 18 21:00:24 +0000 2020","I have too much time on my hands to be arguing with him about something that doesn’t even exist 😂 this COVID is taking an extra toll on me.","Texas"
"Mon May 18 21:00:30 +0000 2020","@SeffroodBrandon @usernamemeyou @JtS_ReTurnS @laurenthehough @nicksonsec While it is unclear whether cases spiked a… https://t.co/BYVsEJzZAU","Wisconsin"
"Mon May 18 21:00:34 +0000 2020","Let the chips fall where they tan.","Texas"
"Mon May 18 21:00:39 +0000 2020","The media shld stop repeating all of the SOCIOPATH-IN-CHIEF's crazy ass tweets and spending time on this unproven a… https://t.co/4FLoQZF1rw","New York"
"Mon May 18 21:00:42 +0000 2020","New modules on developing a healthier relationship with the news and dealing with feeling overwhelmed during the pa… https://t.co/TXa996mqJx","California"
"Mon May 18 21:00:45 +0000 2020","It seems very strange. Who is prescribing? It is not at all indicated as a potential long-term prophylactic, is it… https://t.co/DnT0XI4ql7","New York"
"Mon May 18 21:00:56 +0000 2020","Y’all really believed a WHITE politician and started going out without masks in large groups. It’s almost hilarious… https://t.co/gIEaeWzNEF","New York"
"Mon May 18 21:01:11 +0000 2020","@moinqueens @CMF1616 @CNN I think your are correct in the case of the corona virus, ignorance is not bliss! Having… https://t.co/O2Za7ZN9dV","New York"
"Mon May 18 21:01:15 +0000 2020","I got covid tested around 2pm and I just now sneezed and it was honestly life changing.","New York"
"Mon May 18 21:01:21 +0000 2020","Grandfather and grand uncle are both buried there.","District of Columbia"
"Mon May 18 21:01:21 +0000 2020","I not only ""flattened the curve"" I got way ahead of the curve. \nSo far ahead I now have COVID-23!","Pennsylvania"
"Mon May 18 21:01:35 +0000 2020","Exactly what makes the SARS-CoV-2 RBD “suboptimal”?\nThis seems like a good answer to the “it’s man-made” claim.  \nhttps://t.co/lQZEYPBB3O","California"
"Mon May 18 21:01:38 +0000 2020","Front line workers like me are NOT taking hydrochloroquine to protect against COVID-19. Do NOT take this medication… https://t.co/obZgLNHMSo","Pennsylvania"
"Mon May 18 21:01:58 +0000 2020","😱😱😱imagine that","Kentucky"
"Mon May 18 21:01:58 +0000 2020","Yes it works .. \n      listen to this LA Doctor.\nhttps://t.co/EvsUAskOwD\nI have many MD friends who are also taking… https://t.co/vNRLXldGvy","Texas"
"Mon May 18 21:02:01 +0000 2020","How do we know for sure as he hasn't told the truth for over 3 years @realDonaldTrump","Florida"
"Mon May 18 21:02:01 +0000 2020","@austinchanning It's crazy with kids home. Procrastination pre-Covid ain't got nothing on this current scenario. There's never a good time.","Colorado"
"Mon May 18 21:02:25 +0000 2020","So the president is taking hydroxychloroquine. Which reputable physician would prescribe it for Covid prophylaxis? #AmerMedicalAssn","Kentucky"
"Mon May 18 21:02:26 +0000 2020","Oh, please do continue to take these drugs. Take lots and lots more of them... https://t.co/boDrkloceC","California"
"Mon May 18 21:02:30 +0000 2020","Hey @LiveKellyRyan! No better song to play as COVID patients are discharged from #Memphis hospital!… https://t.co/ci0jXaANrk","Tennessee"
"Mon May 18 21:02:33 +0000 2020","@TeamCavuto @senatemajldr What #medschool did #Cavuto go to? #overreaction  #sensationalism have some docs on your… https://t.co/BBlcHRMkQA","Louisiana"
"Mon May 18 21:02:51 +0000 2020","Maybe he should double the dose","New York"
"Mon May 18 21:02:55 +0000 2020","Famed Designer Draws Up Plan to Save Restaurants Through Outdoor Dining https://t.co/SPuIXHABlE","Florida"
"Mon May 18 21:03:02 +0000 2020","Who's more idiotic? \nThe person controlling the masses or the people following an idiotic leader","Georgia"
"Mon May 18 21:03:12 +0000 2020","OK, then. #Hydroxycloroquine https://t.co/curJxj1qkx","New Mexico"
"Mon May 18 21:03:13 +0000 2020","LOCK THE WINDOWS.","Ohio"
"Mon May 18 21:03:14 +0000 2020","“All that’s over with, and we’re gonna go forward.”\n\nJust spoke with TempleLive owner Mike Brown, who says tonight’… https://t.co/8m9U60uj80","Arkansas"
"Mon May 18 21:03:24 +0000 2020","Freedom in COVID Confinement comes through IMAGINATION (Riley will show you how) https://t.co/F0qfRruLTq","Maryland"
"Mon May 18 21:03:28 +0000 2020","@beowulf701 @greggrunberg No options don’t change facts...speaking of which, where are your coming from? They contr… https://t.co/1pIeskymNk","New Hampshire"
"Mon May 18 21:03:32 +0000 2020","Buying stocks for the first time because Covid has caused me to exhaust all other entertainment options 🤞🏼 here goe… https://t.co/FYPCGxaYGT","Oregon"
"Mon May 18 21:03:40 +0000 2020","@dgordon52 @joncoopertweets He got covid-19, what else","Florida"
"Mon May 18 21:03:44 +0000 2020","Prayers going out to the family","California"
"Mon May 18 21:04:05 +0000 2020","The FDA warns against the use of hydroxychloroquine or chloroquine for the treatment of COVID-19 outside of the hos… https://t.co/1ddrTgNdyk","Florida"
"Mon May 18 21:04:09 +0000 2020","Everyone could see from the beginning that older people were at high risk for death. Yet he still enforced this pol… https://t.co/ugQBIDG9xH","Virginia"
"Mon May 18 21:04:18 +0000 2020","NOOOOOOO HES GONNA DIE NOW\n\nWait what do we want?","Missouri"
"Mon May 18 21:04:23 +0000 2020","What an example he's setting. One none of us would want our kids to follow: https://t.co/1kJ5kE3WDW #Trump #coronavirus","Wisconsin"
"Mon May 18 21:04:23 +0000 2020","State Judge overturns Gov Brown’s Covid 19 orders. Brown will ask Supreme Court for a stay of the injunction.","Oregon"
"Mon May 18 21:04:26 +0000 2020","Thanks to @WorldHealth_Net    Please read and share.  @lipoproteinaFDN @Lpa_Doc @TheFHFoundation @MichiganACC… https://t.co/fmgxI2lwjw","Michigan"
"Mon May 18 21:04:29 +0000 2020","Hey, you want to be lazy and dine in and force restaurant staff to work during a pandemic? Pay the fee. Imo, they s… https://t.co/UkERzX3Jso","Rhode Island"
"Mon May 18 21:04:30 +0000 2020","Interesting and instructive discussion how Christians have responded to plagues and pandemics in the past.","Oregon"
"Mon May 18 21:04:34 +0000 2020","@sergiothecommie Covid 19 death toll in Cuba 80\nExploding in Brasil now Sao Paolo hospitals  overwhelmed \nCuba has… https://t.co/f4nj5hj23S","Colorado"
"Mon May 18 21:04:45 +0000 2020","IF YOU’RE A STUDENT AT UCSC THEY’RE OFFERING FREE COVID TESTING EVEN IF YOU HAVE NO SYMPTOMS SO JUST DO IT AND SPREAD THE WORD",""
"Mon May 18 21:04:48 +0000 2020","@RussellTOB ALSO the risk of out door infection is infinitesimal \nDr Agus (advisor to WH) \nThe risk of infection w… https://t.co/0dqm79OU4r","New York"
"Mon May 18 21:04:54 +0000 2020","He is so desperate for attention","Massachusetts"
"Mon May 18 21:04:56 +0000 2020","@AshleeMullany @SharriMarkson Doctors around the world have been using this as protection against it. In the sense… https://t.co/k8JFdqepsu","New Jersey"
"Mon May 18 21:04:56 +0000 2020","@greggutfeld ask Juan... if he he should god forbid get covid, would he take it?","New York"
"Mon May 18 21:05:04 +0000 2020","@kylegriffin1 @MSNBC Is it just a coincidence that Trump has made this announcement after the reports that came out… https://t.co/jpPG64djCr","California"
"Mon May 18 21:05:10 +0000 2020","Families have a right to know – the truth","Arizona"
"Mon May 18 21:05:27 +0000 2020","‼️ This is nuts! Not that taking hydroxychloroquine is a good idea in the first place—it’s not—but isn’t that quest… https://t.co/G36fmJZn4M","Illinois"
"Mon May 18 21:05:31 +0000 2020","got tested for covid, lets pray it comes out negative since i been to the airport &amp; on a plane 3 times lol","California"
"Mon May 18 21:05:34 +0000 2020","Pompton Lakes 214 #Covid_19 Cases. #PomptonLakesNJ","New Jersey"
"Mon May 18 21:05:37 +0000 2020","@TheRickWilson says he’s taking it.","Ohio"
"Mon May 18 21:05:41 +0000 2020","@benadam11 Yeah that makes sense. I just haven’t heard *this* drug being described as having a prophylactic benefit… https://t.co/s8ZnVlfX0F",""
"Mon May 18 21:05:53 +0000 2020","@obliviawelch Who knew, #COVID is #racist. #SellingCrazy! #nhpolitics","New Hampshire"
"Mon May 18 21:05:57 +0000 2020","Pretty sure this is right here in my hometown of Owensboro, Kentucky. Not sure why the article, by the publication… https://t.co/puxmhpbO51","Kentucky"
"Mon May 18 21:05:57 +0000 2020","Pretty sure this is right here in my hometown of Owensboro, Kentucky. Not sure why the article, by the publication… https://t.co/puxmhpbO51","Kentucky"
"Mon May 18 21:06:03 +0000 2020","@realDonaldTrump how much money you making from the drug donnie! @SenateDems @SenSchumer @SpeakerPelosi","Tennessee"
"Mon May 18 21:06:04 +0000 2020","🤩❤️ @TheEllenShow love hearing this song as COVID patients are discharged from our midtown #Memphis hospital.… https://t.co/vZBbKoFlih","Tennessee"
"Mon May 18 21:06:05 +0000 2020","Texas opening back up, lemme take you out before covid-19 does","Texas"
"Mon May 18 21:06:09 +0000 2020","Let’s hope he is taking a lot!","Florida"
"Mon May 18 21:06:14 +0000 2020","@FrontOfficeLos @brianhoyt24 @kingcfb @RealMattlanta Of course MLB bring the most ridiculous about Covid-19.","Georgia"
"Mon May 18 21:06:17 +0000 2020","Another school just cut baseball ⬇️","Massachusetts"
"Mon May 18 21:06:21 +0000 2020","Gee...maybe he might have a heart attack\nhttps://t.co/LmMX92SLD4","Pennsylvania"
"Mon May 18 21:06:26 +0000 2020","Succumbing to COVID 19 &gt; Dropkick Murphys","New Hampshire"
"Mon May 18 21:06:27 +0000 2020","Karma is undefeated.","District of Columbia"
"Mon May 18 21:06:30 +0000 2020","https://t.co/oVVWEsxkK0  Trump is a fucking moron whatever happens is karma","California"
"Mon May 18 21:06:32 +0000 2020","No way this is legal...","Illinois"
"Mon May 18 21:06:38 +0000 2020","Praying for his recovery Drew","California"
"Mon May 18 21:06:41 +0000 2020","Federal-State sponsored slavery.","Oregon"
"Mon May 18 21:06:46 +0000 2020","@eisingerj Where are all the severe side effects in people who are taking it for lupus, RA, malaria? Doctors and co… https://t.co/yiuIx7i7T1","Texas"
