tweet.id,tweet.created_at,tweet.text,tweet.user.name,tweet.user.screen_name,tweet.user.location,tweet.user.id,tweet.user.followers_count,tweet.user.friends_count,tweet.user.favourites_count,tweet.user.description
1257730447066320902,2020-05-05 17:54:40,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,Jigaemae ⁷ 2.0 💜,uwulilmeowmeow,the sky where BTS sent me,67269254,89,145,958,Socially awkwardϟ #방탄소년단 #GilbertBeilschmidt #APHetalia #RivaMika #鴻上大和 #Dramione #Feltson #真田充 #緑間真太郎 #NeilDylandy #天下統一恋の乱 #otoge
1257730428049522691,2020-05-05 17:54:36,I think I scheduled 5 zoom meetings for various things. Good grief! #zoomzoom #onlineclasses #quarantine,Chris Allaun,chris_allaun,"Chicago, IL",2168682931,254,270,5746,author. massage therapist. pagan.
1257730407102951424,2020-05-05 17:54:31,RT @Network_UFO: Tag your #Quarantine squad 😍🔥  #EDMFamily #EDMTwitter #edmlovers #QuarantineLife #COVID19 #QuarantineAndChill #COVIDー19 #l…,A.O.T,TheofficialAOT,"Salt Lake City, UT",3156897205,3153,1017,23974,Producer/DJ duo 🔥🦁🦁🔥 __|SLCl__ Residents of BeHappy 💛IG: weareaot 👻: AOTarmyoftwo #AOTNation
1257468338466435072,2020-05-05 00:33:09,So many beautiful couples out there!  Keep tagging us y’all - we love your gorgeous smiling faces and reminders of… https://t.co/yVZZwBsAbN,The Lakeside Life,thelakesidelife,"Cullman, AL",963495012515409922,50,139,161,
1257468337031913475,2020-05-05 00:33:08,"RT @kathleenmadigan: .@CHSDistillingCo Carolina Reaper Vodka, new Kroger tulips🌷, Tanya cuts “Delta Dawn,” diner lobster dinners 🦞, &amp; free…",P.T.Hat,PTHat8,The Mighty BlueGrass,1185214990837604353,259,711,19231,"Itinerant reprobate and remarkably unremarkable recidivist, sarcasm over-achiever, retired midway entrepreneur, and professional monkey wrench, but I can dance."
1257468334880239616,2020-05-05 00:33:08,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,JK.TY,_jjk_kty_,"กรุงเทพมหานคร, ประเทศไทย",1173836470550818821,0,88,1242,kookv 🐰🐯
1257468322796285952,2020-05-05 00:33:05,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,JK.TY,_jjk_kty_,"กรุงเทพมหานคร, ประเทศไทย",1173836470550818821,0,88,1242,kookv 🐰🐯
1257468278278103040,2020-05-05 00:32:54,Bitch I cleaned my apartment 3x won’t nun dirty. I’m talkin scrubbing walls n all #quarantine 😩😂,𝕹𝖆𝖞𝖆 𝕳𝖆𝖟𝖊,nayahaze,flawda,1101714115318435840,283,195,2428,"you’ll love me then you’ll hate me, then you’ll love me again..."
1257468262901788678,2020-05-05 00:32:51,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,keiem⁷⟭⟬ ⟬⟭,keiem7,,1105350406220189696,19,88,36443,
1257468240059494400,2020-05-05 00:32:45,Black and Yellow caterpillar found on the table outside in the midst of planting grass #quarantine #spring… https://t.co/IQt1wXQsiV,Chill Wills Custom Cars,Multicodz,United States,3399861119,180,212,983,21| Car Enthusiast| 🚙2015 Fiat 500| Nickname -CW
1257468156223897602,2020-05-05 00:32:25,RT @GambrellTweets: Say What?! Here is my very own super-Epic🔮 Custom made #illuminati  🖲 and #DeathHeart ♠️❣ Rings. Please remember all of…,⚛️👁️🐝COMEDY_MS🐞fZ.DRUGZ֍GѺd6:66e💍🏀CNZrVtw🔯❄️,GODisCOSMOS,AndroMedaGallaxy o GodizCosmos,897848106,1392,5001,9306,"PhiLoZopHY~BRaiN,Art-AyRT,MAtk-EaRZ,PsYKhoLo6y~D6 SofL0Gik~HeAd&B SmbKRetism~WikD InNovaTing MaTheMATiciAN advisezsing 0 ѦTR:iÅNGLES: Lin6vZtks+PsyChiZM+matH6ka"
1257468129589985280,2020-05-05 00:32:19,Covering May at CyberFM Spotlight: Heathens by Halestorm! Yep! It's a Cover Song! Fill those guilty pleasures and t… https://t.co/lByXuJN68G,CyberFM,Cyber_FM,"Kingsland, GA",37498503,64316,40,821,"You see us as you want to see us...a brain, and an athlete, and a basket case, a princess, and a criminal."
1257468102259945474,2020-05-05 00:32:12,I just want to hibernate through May. #quarantine #overit,Jessica Wing,pippidancer,Maine,30995861,4,26,19,Teacher. Dancer. Independent Travel Agent. Disney lover
1257468097407135745,2020-05-05 00:32:11,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,무니,3K2g4TReollvITr,,1067244801664278529,11,39,2439,자신을 사랑하는 그녀
1257468078914404359,2020-05-05 00:32:07,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,T⟭⟬⁷🇿🇦,bangtan_MOTS007,South Africa,1035546100294459392,114,98,38291,"BTS💜     OT7✌💜        She/her      I support groups who I LIKE(not necessarily stanning them), got a problem, block or unfollow me😉👉"
1257468074153988102,2020-05-05 00:32:06,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,dreamyjk with luv 🤟🏻 [아포방포],carinaleung,,323588058,152,186,109481,"""it started to rain in the village and whatever the raindrops touched that turned into gold 💛💛💛"" ~Jungkookie conception dream"
1257468064683249664,2020-05-05 00:32:03,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,Brisset (브 리셋),Brisset0122,,1084872055999352834,0,28,608,#luchaOlimpica #sheerio #holigan  X & XXII
1257468054046494722,2020-05-05 00:32:01,Herb Crusted Grilled Pork Loin Orzo &amp; Cranberries Pilaf Garlic Butter Asparagus Served ...  #mothersday #quarantine… https://t.co/AyjMReqrH5,Chef Ernesse Attelus,Ernesse20,"Margate,Fl",353366506,257,427,32,Executive Chef
1257468044043005958,2020-05-05 00:31:58,RT @Supermom2020: #Vienna Airport to Allow Arriving Passengers to Forgo #Quarantine with Onsite #Covid19 Testing |  https://t.co/hN8N0LMEp8…,PlaneSpottingIsCool,PlaneSpotIsCool,Worldwide,875637231112683522,4599,4497,364,We call upon the aviation industry and aviation enthusiasts of the world to stand up and #MakePlanespottingCoolAgain. This message is endorsed by @PlaySkyjacker
1257468026426929157,2020-05-05 00:31:54,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,Bon BangTan,bon_bangtan,,1177832913586380800,1,14,397,💜💜💜btsisaking👑👑👑
1257468012652707842,2020-05-05 00:31:51,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,Bon BangTan,bon_bangtan,,1177832913586380800,1,14,397,💜💜💜btsisaking👑👑👑
1257468006248206336,2020-05-05 00:31:49,RT @Loretta_Swit: Great #stayhome #quarantine activity! What a wonderful time I had speaking with @KySportsGuys #KY160 Such a delight and t…,Josh Hurt,coachjhurt,,1246733120,1611,2104,85795,"Husband, Dad, Director of Instruction , 20 year GBB head coach, Co-founder of The KY Sports Guys, Mandolinist/Vocalist for HNP."
1257467990808936448,2020-05-05 00:31:46,RT @TimJDillon: Many people hate celebrities but during the #COVID19 #Quarantine we must listen to them. They have great practical advice w…,April blood showers bring May gore flowers,BusterRepukken,hell also known as earth,2875518309,278,515,22393,warning: has the BFG
1257467990691414016,2020-05-05 00:31:46,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,fcstellatv,fcstellatv,,1141871701267046400,4,14,7076,Hi👋🏼✨
1257467979178094593,2020-05-05 00:31:43,"Social distancing but make it fashion ✨ Still more to do on this piece, but I feel good about my work. Quarantine h… https://t.co/W77CQZd4Vw",Edwin Alberto,EdwinAndrOspore,,1243581561540431872,16,78,58,"Multimedia artist, costume designer, campaign staff, resident DJ @ Radio Arcane, and pro dog trainer in Kentucky 🦑 https://t.co/oSz2dlFoGV"
1257467938023628803,2020-05-05 00:31:33,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,chimchim,BBb56216459,,1241360411871473664,6,46,6234,love you forever BTS
1257467888199274496,2020-05-05 00:31:21,RT @JeffreeStar: Does anyone else have #quarantine roots?  😬 Shout out to all the hairdressers out there that have been affected by the pan…,ugh,gay_emo_mom,,1191571036359127041,2,185,370,I have a thing for Tooth bats
1257467872202366984,2020-05-05 00:31:18,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,fcstellatv,fcstellatv,,1141871701267046400,4,14,7076,Hi👋🏼✨
1257467856150814720,2020-05-05 00:31:14,RT @Bboutiquenyc: If YOU Were stuck in #quarantine due to #COVID19 &amp; had access to all types of deliciously sexy #FEET- would you spend you…,┬┴┬┴┤ ͜ʖ ͡°) ├┬┴┬┴,D__de_,,2269813159,60,736,8086,
1257467840464146432,2020-05-05 00:31:10,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,Jenn ✨,XDJennySA,,715599510802575360,152,514,23783,"You make me stupid, you make me blinded  MIN YOONGI 💖 9-2=0"
1257467757454594048,2020-05-05 00:30:50,#Vienna Airport to Allow Arriving Passengers to Forgo #Quarantine with Onsite #Covid19 Testing |… https://t.co/XxrYfd3Mnn,supermom2020,Supermom2020,SoFlo,49022975,981,1161,2140,"Knowledge is power & sharing is caring! Welcome to my #Aviation, #Hospitality & #Travel timeline."
1257467718304960520,2020-05-05 00:30:41,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,Army Forever,ArmyFor20942382,,1253002906430844928,1,9,95,bts is my life !!
1257467704115683334,2020-05-05 00:30:37,RT @OnlyXReviews1: Wow. @JoshMooreXXX's asshole and dick give me a reason to wake up in the morning during #Quarantine. 🔥🔥🔥  https://t.co/J…,Establish,establish890098,,1133980064410996736,65,661,4089,..
1257467702232469505,2020-05-05 00:30:37,My outlook on the current state of things. #coronavirus #COVIDー19 #quarantine #rickAndMorty #adultswim https://t.co/vOGMLILMgp,JJ,filmontheeyes,"Sperry, OK",753997668632842240,33,26,860,Imaginative filmmaker imagining he's a filmmaker.  https://t.co/XKpYgkwl2e Film On The Eyes: https://t.co/VcKdLagBVf
1257467692652494848,2020-05-05 00:30:35,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,Jimin,soldier_purpleJ,,1256929931876896768,0,17,2,Army
1257467666882867202,2020-05-05 00:30:29,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,M͕͕͗͗ɪ͕͕͗͗ʟ͕͕͗͗ᴇ͕͕͗͗ɴ͕͕͗͗ᴇ͕͗ˡ ᴮᵃᵇʸᴷᵒᵒᵏ,JKbubu_uwu,corazoncito de kookie,1025847149324656640,1417,1491,15372,🌸@BTS_twt🌸  Mʏ ғʀɪᴇɴᴅs ɢᴏ ʙʏ sᴜʙᴡᴀʏ ʙᴜᴛ I ᴡɪʟʟ ʙᴇ ɪɴ ᴀɪʀᴘʟᴀɴᴇ ᴍᴏᴅᴇ                    _Mʏ ᴛɪᴍᴇᴶᵘᶰᵍᵏᵒᵒᵏ
1257467656564813825,2020-05-05 00:30:26,Cool bumblebee picture taken today while doing yard work #quarantine #spring #photography https://t.co/CQpccqzCmA,Chill Wills Custom Cars,Multicodz,United States,3399861119,180,212,983,21| Car Enthusiast| 🚙2015 Fiat 500| Nickname -CW
1257467629213753347,2020-05-05 00:30:20,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,Gguk 🐇,jeoncooky_,• 𝘧𝘢𝘯 𝘢𝘤𝘤𝘰𝘶𝘯𝘵  💌,719639308509061121,3176,4873,93755,➳ jeon jungkook 🐰 |▪g.c.f 📽 #busan        ▪made in 1997  :¨·.·¨:    °₊✩‧₊   `·.. ➸  #전정국 °₊♡‧₊  ʏᴏᴜʀ sᴍɪʟᴇ ɪs ᴍʏ ғᴀᴠᴏʀɪᴛᴇ ᴄᴏɴsᴛᴇʟʟᴀᴛɪᴏɴ| 250519 & 260519🇧💓
1257467616655929344,2020-05-05 00:30:17,It’s not a bad thing to experience. You can find a new hobby just by sitting at home. You’ll be able to appreciate… https://t.co/iQHhkVQgyn,RealTALK,RealTalk1317,New York Capital Region,394125193,124,241,55,New Videos posted every week! https://t.co/sVBtWu4xHq
1257467593201537024,2020-05-05 00:30:11,Session with my substance abuse counselor. Walk thru the woods with 2yo and puppy. Finished digging up the yard and… https://t.co/U2FBHW7EoI,Stylin Mike Smith,MikeSmi34121763,"Upper Marlboro, MD",1252839159493873671,45,158,863,Deep Thoughts by Jack Handy. Sober since Oct. 8 2019.  #RecoveryPosse
1257467565481365505,2020-05-05 00:30:04,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,앨리슨 🌈ON💜,BTSforeveryour7,,1155330942816456705,21,36,7499,prefiero morir que vivir sin ninguna pasión 💜💜💜💜💜💜💜
1257467556631318529,2020-05-05 00:30:02,Not too many things to say today except May the Forth be with you always!!!! #quarantine #maytheforcebewithyou… https://t.co/YWaQkLyNTw,Fabian 🎮,Fabianetto,"Calgary, Alberta",73841101,222,441,1923,Web Designer. Music lover. Completely obssesed with VideoGames 🇻🇪🇺🇾🇨🇦
1257467547089338368,2020-05-05 00:30:00,New new #facemask #mask #masks #cover #brazil #brazilian #usa #china #africa #2020 #covid19 #covid #quarantine… https://t.co/aEblwc4qR2,Russell,colorbully,"Sacramento, Ca",75940530,840,1872,1280,"Artist, Painter, and Creative!  art+music=life! California living! https://t.co/QcViFj4yP9"
1257467546686685187,2020-05-05 00:30:00,"#NWECovidCancellations  Tagen in IN celebrated his birthday in #quarantine last month, &amp; shot off fireworks to cele… https://t.co/NlAtQIdBs9",With Elaina,WithElaina,"Nashville, TN",2321615120,10992,1742,10494,Country Music | Pop Culture | Real Life | Everything In Between  Catch NIGHTS WITH ELAINA weeknights from 7PM - Midnight!   🎙 @elainadsmith | 📞 844-444-6274
1257467535735341056,2020-05-05 00:29:57,"Looking for a new hobby to try at home during #Quarantine? @Woolmark recently launched the 'Dreamwaving Project’, a… https://t.co/LyZ0gtXuq1",AustralianFarmers,OzFarmers,Australia,753749544651722752,5120,910,478,"AustralianFarmers is an online community of farmers and others from across Australia, here to provide the real story of Aussie agriculture."
1257467518731485185,2020-05-05 00:29:53,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,BabyBear_V🐻🐯,_WinterBear__V,TaetaeHeart🐯💜,734362405556367360,110,409,16974,Pokoknya suka yang kipop kipopan✨ Fangirling adalah jalan ninjaku~~ Ps: simpatisan kpop yang passionnya rebahan😎
1257467518681337857,2020-05-05 00:29:53,$ubscribe 2 my o n l y f a n s for $15!⬇️💰📲🗿 https://t.co/yBgaBUs3BJ #onlyfans #naked #nude #nsfw #model… https://t.co/MRKn98DXke,✿reallifebahbiebeauty✿ insta➡️erikalynngodgirl,reallifebahbie,"Boston, MA",1196892874891255808,246,75,2725,รєєคɭɭς๏ɭ๏гร ™👁🖌🎨🗿🖼🌈🌐 ➡️➡️➡️➡️snapchat👻reallifebahbie
1257467475047915522,2020-05-05 00:29:43,"RT @Christie_Ileto: Do👏🏽 NOT👏🏽 Disturb!   @MCPS teacher Ms. Consacro, is making sure her students have her undivided attention as they e-le…",Lorraine McCarty,LorraineMcCart3,United States,405225426,41,69,4436,
1257467473588359169,2020-05-05 00:29:42,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…,田柾國((お祝いicon(fake),jungk__1997,🐐18.12.26,899472793099579393,462,370,713,St.17.8.22:㊗️32M/💌https://t.co/E0LKg3ylXK✉️https://t.co/xQPWjnsm9o❔https://t.co/ZSaimXLqSJ✉️https://t.co/tVhGwSHIYQ
1257467457566052356,2020-05-05 00:29:39,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,✨,aiden91971196,Islamic Republic of Iran,1221427193558884352,307,316,2094,#loveyourself
1257467455112429570,2020-05-05 00:29:38,@_Mahlo1508 @Mcmayorkahlid @Rx_Deyholar Lol easy Lion 😍!!!!cant visit cuz V said don’t follow the crowd at this mom… https://t.co/AzN49Ca4L4,HRH ADAEZE♥,SurePreda,"Lagos, Nigeria",1039912506,1552,936,8825,"Skinniest chick ever liveth,A social luminary #TeamGoodmusic #TeamChelsea #Aspiring FBI agent #Sociologist #LEO #TeamVectorthaviper 💕"
1257467388133605376,2020-05-05 00:29:22,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,peluquitas,ferychayo1,"Guanajuato, México",714907774614941696,35,161,3313,"El kpop es mi vida, amo el yoonmin y namjin...multifandom❤️ wattpad: @FernandaRguezHe3  (@Yovana56709691) es mi super ultra mejor amigis. amigis ti amo ( ˘ ³˘)♥"
1257467378876612609,2020-05-05 00:29:20,RT @UndergroundAust: #Quarantine #Lockdown day... We've lost count!!! Time for some old school Fear Factory 💀 What's your favourite song of…,JaseLMFH,Herbie376,Australia,126879705,423,1255,2449,"Musician, Songwriter, Guitarist for Black Sphere, Reviewer for The Underground Australia, Gamer, Horror Movie fanatic, MCU fan"
1257467367656960002,2020-05-05 00:29:17,RT @tyahnamaray: Lemon waffle/ lemon honey butter glaze and buttermilk fried chicken. My mom and I started a cooking show on YouTube. All r…,Quarantine Qutie 💋🤭,Its_Kennaa,"Alabama, USA",547852031,5299,4841,61081,Muh-ken-nuh 💛🍍 TENN. STATE 🐯 | Miss Wilson 2018 | Miss Pre-Alumni 2019 👑 | ΦΗΣ '19 #LLT5 💙
1257467366201417730,2020-05-05 00:29:17,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,박혜윤,m3WMqS7fV6RkchM,,1013359882764894208,23,64,11913,
1257467339668205568,2020-05-05 00:29:11,RT @BT21_: What's your preference? 😋 ⠀ #Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…,fusae arikawa,ArikawaFusae,東京 府中市,1088391918134878209,9,18,7222,
1257467338053619713,2020-05-05 00:29:10,"RT @kathleenmadigan: .@CHSDistillingCo Carolina Reaper Vodka, new Kroger tulips🌷, Tanya cuts “Delta Dawn,” diner lobster dinners 🦞, &amp; free…",The Q,suziqkelley,Tejas,522844540,5336,5804,108960,"Love kids, animals, family, friends, ghost stories & TX https://t.co/5fJxkkZ9Ju"
1257467335130169350,2020-05-05 00:29:09,RT @939MIA: So now @MACKONTHERADIO &amp; @iAmLettyB have to start asking those #parenting questions we’re all wondering about: What’s going on…,LettyB,iAmLettyB,"Miami, FL",19145653,10609,1956,33935,Dog mom• Latina• Cali Girl• Mornings in Miami• 6a-10a @939mia Mack in the Morning W/ Letty B & Nationwide on @iheartradio *Se habla Español* #Adoptsontshop 🐾
1257467308626321409,2020-05-05 00:29:03,new design to our heroes❤️  #StayHome   #staysafe #designer #GraphicDesigner #Covid_19 #coronavirus #Quarantine… https://t.co/1sWDrQtyn9,Manuel Thamer,ThamerManuel,Iraq,1246660429532868610,7,17,4,designer🖥⌨️.     facebook: Manuel Gawra instagram: manuel_gawra3 snapchat: manoelthamer81 support me🥰
1257467308370526211,2020-05-05 00:29:03,"purple points were made #quarantine @ Knoxville, Tennessee https://t.co/nqs0KKO12c",stephanie,stephanieguinn_,,1330580138,549,320,22648,university of tennessee ✰
1257467299340189698,2020-05-05 00:29:01,{Comic} Only Two Rooms #quarantine #covid19  #eduk8me https://t.co/Y2FizSB3jH,Ryan Collins ⓔ,eduk8me,Ohio,54220497,12750,6795,196376,"Teacher, learner, marathoner, and lover of the Oxford comma. Founder of Eduk8me LLC - https://t.co/lHuaXPr3kW What do you want to learn today? Teach like a hacker.    #edtech"
1257467299252121602,2020-05-05 00:29:01,{Comic} Only Two Rooms #quarantine #covid19  #eduk8me https://t.co/0hdzDrvGmF,Ryan Collins,mr_rcollins,"Kenton, OH",8341772,7727,6165,70431,Teacher and learner 👨‍🏫 Director of Technology for Kenton City Schools 👨‍💻 Founder of https://t.co/eI8Sp93dUB ⓔ https://t.co/vgpuz0pMtV
1257467284404264966,2020-05-05 00:28:57,Love using my farm to table ingredients @FRESHFARMDC to prepare my #quarantine dinners sourced from @garnersproduce… https://t.co/2oht8b9Xbz,Michelle Sara King,MSKinDC,"DC, by way of Boston & Philly",2940000435,1515,5002,6524,"Gov't relations & external affairs expert-#IP, #Tech & #Privacy. Pres/CEO of King Consults. Love art, golf, books, travel, Nats & Red Sox. Bryn Mawr alum & JD."
1257467272177868803,2020-05-05 00:28:54,Time for another #Quarantine #starparty 🔭🌟 As #Earth hurdles through the debris of Halley's comet in the next few d… https://t.co/syUcjDleXK,Rebecca Allen ,CosmicRebe,,2903355145,254,69,203,
1257467266129711104,2020-05-05 00:28:53,RT @JtunnLoki1: What you see are more sheep than people on the city streets. Is this New Zealand? No. It's a city in Turkey during #quarant…,Kate Rickey,KateRickey5,,1126289151236509696,1694,2834,138575,I’m from The USA I’m a Special Oylimpic athlete I’m also an ambassador for people with disabilities also for Trimet bus Portland Oregon USA.
1257467264250646537,2020-05-05 00:28:53,This is the way. (Facemask by my lovely wife @JennasTarot !)  #quarantine #facemask  #milleniumFalcon #starWars… https://t.co/uu6v9uYXNm,Spuds,spuds151,Youngstown OH,379815836,84,186,391,"Gamer, nerd, animal lover. Aspiring world traveler."
